"model_name","model","p","d","q","P","D","Q","period","parameter_count","AIC","LjungBox_p","RMSE","MAE","has_warning","warning_text"
"tlb_s201_SARIMA_3_1_1_0_1_0_12","SARIMA(3,1,1)(0,1,0)[12]",3,1,1,0,1,0,12,4,753.815439102968,0.0330424330461528,5187.69424011462,4630.78699310952,FALSE,""
"tlb_s50_SARIMA_0_1_2_2_1_0_12","SARIMA(0,1,2)(2,1,0)[12]",0,1,2,2,1,0,12,4,752.161633589962,0.237649040741947,5192.22450447634,3572.24560085953,FALSE,""
"tlb_s56_SARIMA_0_1_3_0_1_0_12","SARIMA(0,1,3)(0,1,0)[12]",0,1,3,0,1,0,12,3,748.702818321336,0.583075732907578,5205.49198464712,4631.14877404168,FALSE,""
"tlb_s84_SARIMA_1_1_0_2_1_0_12","SARIMA(1,1,0)(2,1,0)[12]",1,1,0,2,1,0,12,3,750.060656485378,0.333836281459209,5217.11688287488,3587.35092943657,FALSE,""
"tlb_s147_SARIMA_2_1_0_2_1_0_12","SARIMA(2,1,0)(2,1,0)[12]",2,1,0,2,1,0,12,4,752.029207882802,0.306067574490181,5238.51713049562,3587.32554663822,FALSE,""
"tlb_s14_SARIMA_0_1_0_2_1_0_12","SARIMA(0,1,0)(2,1,0)[12]",0,1,0,2,1,0,12,2,750.066960240851,0.384844931376935,5238.68047233391,3491.840121482,FALSE,""
"tlb_s101_SARIMA_1_1_1_2_1_0_12","SARIMA(1,1,1)(2,1,0)[12]",1,1,1,2,1,0,12,4,752.022114050949,0.307378043039375,5239.33882765875,3583.214112317,FALSE,""
"tlb_s162_SARIMA_2_1_1_2_1_0_12","SARIMA(2,1,1)(2,1,0)[12]",2,1,1,2,1,0,12,5,754.0259756938,0.249397253188558,5240.99091323632,3588.56789156333,FALSE,""
"tlb_s118_SARIMA_1_1_2_2_1_0_12","SARIMA(1,1,2)(2,1,0)[12]",1,1,2,2,1,0,12,5,754.019078302871,0.262682077794651,5243.76224794013,3584.99743056501,FALSE,""
"tlb_s290_SARIMA_1_2_0_0_1_1_12","SARIMA(1,2,0)(0,1,1)[12]",1,2,0,0,1,1,12,2,748.671159940287,0.0760784633468226,5257.03280218829,4898.26236096398,FALSE,""
"tlb_s196_SARIMA_3_1_0_2_1_0_12","SARIMA(3,1,0)(2,1,0)[12]",3,1,0,2,1,0,12,5,753.879297383164,0.240180375338633,5259.05506173597,3569.61436963834,FALSE,""
"tlb_s339_SARIMA_1_2_3_0_1_0_12","SARIMA(1,2,3)(0,1,0)[12]",1,2,3,0,1,0,12,4,748.281648825793,0.0587173159994768,5261.32672051803,4708.82518050707,FALSE,""
"tlb_s72_SARIMA_1_1_0_0_1_0_12","SARIMA(1,1,0)(0,1,0)[12]",1,1,0,0,1,0,12,1,754.922926151684,0.0125463615457209,5264.68438920969,4698.90461857812,FALSE,""
"tlb_s167_SARIMA_2_1_2_0_1_0_12","SARIMA(2,1,2)(0,1,0)[12]",2,1,2,0,1,0,12,4,755.881863361045,0.0691044785546733,5277.49830982484,4671.78528257667,FALSE,""
"tlb_s38_SARIMA_0_1_2_0_1_0_12","SARIMA(0,1,2)(0,1,0)[12]",0,1,2,0,1,0,12,2,757.413728378996,0.0087847965227511,5301.79067072435,4725.30769572577,FALSE,""
"tlb_s20_SARIMA_0_1_1_0_1_0_12","SARIMA(0,1,1)(0,1,0)[12]",0,1,1,0,1,0,12,1,755.414568943039,0.0134780563794964,5306.57233941523,4728.64547346667,FALSE,""
"tlb_s62_SARIMA_0_1_3_1_1_0_12","SARIMA(0,1,3)(1,1,0)[12]",0,1,3,1,1,0,12,4,749.330464441182,0.841078750963169,5322.20173397516,4622.54252463609,FALSE,""
"tlb_s128_SARIMA_1_1_3_1_1_0_12","SARIMA(1,1,3)(1,1,0)[12]",1,1,3,1,1,0,12,5,750.331628576334,0.780199487875413,5339.56102866922,4637.92344686599,FALSE,""
"tlb_s150_SARIMA_2_1_1_0_0_1_12","SARIMA(2,1,1)(0,0,1)[12]",2,1,1,0,0,1,12,4,974.738655298891,0.0388287060365085,5369.09293835473,3865.01586346709,FALSE,""
"tlb_s18_SARIMA_0_1_1_0_0_1_12","SARIMA(0,1,1)(0,0,1)[12]",0,1,1,0,0,1,12,2,970.913682553586,0.0678724984919116,5400.00309187413,3893.93876331055,FALSE,""
"tlb_s323_SARIMA_1_2_2_0_1_0_12","SARIMA(1,2,2)(0,1,0)[12]",1,2,2,0,1,0,12,3,746.934548894367,0.035256509065815,5442.32915730161,4507.10487990159,FALSE,""
"tlb_s123_SARIMA_1_1_3_0_1_0_12","SARIMA(1,1,3)(0,1,0)[12]",1,1,3,0,1,0,12,4,750.003913407072,0.475792310299484,5446.1447381703,4808.03705893828,FALSE,""
"tlb_s226_SARIMA_0_2_0_1_1_1_12","SARIMA(0,2,0)(1,1,1)[12]",0,2,0,1,1,1,12,2,754.25675122469,0.000235552716090215,5452.2819338674,4893.85393968804,FALSE,""
"tlb_s70_SARIMA_1_1_0_0_0_1_12","SARIMA(1,1,0)(0,0,1)[12]",1,1,0,0,0,1,12,2,970.861424067332,0.0692947574560959,5481.89447130285,3957.01803692872,FALSE,""
"tlb_s149_SARIMA_2_1_1_0_0_0_12","SARIMA(2,1,1)(0,0,0)[12]",2,1,1,0,0,0,12,3,979.196152844122,0.0276755981302372,5521.39024812276,4252.16500933573,FALSE,""
"tlb_s36_SARIMA_0_1_2_0_0_1_12","SARIMA(0,1,2)(0,0,1)[12]",0,1,2,0,0,1,12,3,972.847810789356,0.0451807779653554,5556.37334464877,4018.63041713084,FALSE,""
"tlb_s104_SARIMA_1_1_2_0_0_0_12","SARIMA(1,1,2)(0,0,0)[12]",1,1,2,0,0,0,12,3,979.391203403879,0.0205582107663004,5565.59183014551,4298.3612055906,FALSE,""
"tlb_s353_SARIMA_2_2_0_0_1_2_12","SARIMA(2,2,0)(0,1,2)[12]",2,2,0,0,1,2,12,4,747.04249652921,0.045598611833284,5573.25114243135,4247.66664263803,FALSE,""
"tlb_s132_SARIMA_2_1_0_0_0_0_12","SARIMA(2,1,0)(0,0,0)[12]",2,1,0,0,0,0,12,2,977.677303213314,0.0252805483540002,5575.10225044253,4306.69895150021,FALSE,""
"tlb_s164_SARIMA_2_1_2_0_0_0_12","SARIMA(2,1,2)(0,0,0)[12]",2,1,2,0,0,0,12,4,974.463119949505,0.0379327163703983,5584.50617288237,4343.44415675998,FALSE,""
"tlb_s35_SARIMA_0_1_2_0_0_0_12","SARIMA(0,1,2)(0,0,0)[12]",0,1,2,0,0,0,12,2,977.741767151082,0.020749590922715,5618.31604071071,4364.46940987948,FALSE,""
"tlb_s350_SARIMA_2_2_0_0_0_2_12","SARIMA(2,2,0)(0,0,2)[12]",2,2,0,0,0,2,12,4,963.462234645218,0.00767616514735792,5628.52816438181,4305.35645125722,FALSE,""
"tlb_s400_SARIMA_3_2_0_0_0_2_12","SARIMA(3,2,0)(0,0,2)[12]",3,2,0,0,0,2,12,5,965.381921554403,0.00586559439262202,5628.90012473878,4327.78227134263,FALSE,""
"tlb_s17_SARIMA_0_1_1_0_0_0_12","SARIMA(0,1,1)(0,0,0)[12]",0,1,1,0,0,0,12,1,975.785694470697,0.0258350538721914,5706.62416530436,4474.56992910226,FALSE,""
"tlb_s133_SARIMA_2_1_0_0_0_1_12","SARIMA(2,1,0)(0,0,1)[12]",2,1,0,0,0,1,12,3,972.742090928333,0.0474138045801814,5718.9511320209,4148.07894089801,FALSE,""
"tlb_s69_SARIMA_1_1_0_0_0_0_12","SARIMA(1,1,0)(0,0,0)[12]",1,1,0,0,0,0,12,1,975.805786769339,0.0240027705298637,5735.21327664367,4510.63092857388,FALSE,""
"tlb_s178_SARIMA_2_1_3_0_1_0_12","SARIMA(2,1,3)(0,1,0)[12]",2,1,3,0,1,0,12,5,751.7882209904,0.424507408011165,5750.48527291525,5017.51488653199,FALSE,""
"tlb_s211_SARIMA_3_1_2_0_0_1_12","SARIMA(3,1,2)(0,0,1)[12]",3,1,2,0,0,1,12,6,971.890716853212,0.0758381385838061,5750.64616052744,4190.6814926478,FALSE,""
"tlb_s87_SARIMA_1_1_1_0_0_1_12","SARIMA(1,1,1)(0,0,1)[12]",1,1,1,0,0,1,12,3,972.684457799962,0.0467729260257977,5814.4258430875,4238.59001595671,FALSE,""
"tlb_s165_SARIMA_2_1_2_0_0_1_12","SARIMA(2,1,2)(0,0,1)[12]",2,1,2,0,0,1,12,5,976.48405706591,0.0255836457837759,5819.36931854439,4254.91193622732,FALSE,""
"tlb_s53_SARIMA_0_1_3_0_0_0_12","SARIMA(0,1,3)(0,0,0)[12]",0,1,3,0,0,0,12,3,979.071360937256,0.0272298944951063,5832.13019347808,4601.19736020312,FALSE,""
"tlb_s351_SARIMA_2_2_0_0_1_0_12","SARIMA(2,2,0)(0,1,0)[12]",2,2,0,0,1,0,12,2,750.96985190192,0.000733717077443297,5835.92494641615,4693.46011708833,FALSE,""
"tlb_s120_SARIMA_1_1_3_0_0_0_12","SARIMA(1,1,3)(0,0,0)[12]",1,1,3,0,0,0,12,4,980.913866804159,0.0178035035619014,5846.9633504002,4628.82051331768,FALSE,""
"tlb_s198_SARIMA_3_1_1_0_0_0_12","SARIMA(3,1,1)(0,0,0)[12]",3,1,1,0,0,0,12,4,980.566572935853,0.0235928320522869,5854.34002729745,4631.4189064488,FALSE,""
"tlb_s182_SARIMA_3_1_0_0_0_0_12","SARIMA(3,1,0)(0,0,0)[12]",3,1,0,0,0,0,12,3,978.710526971608,0.0377549250623462,5893.81377457162,4665.30968120334,FALSE,""
"tlb_s105_SARIMA_1_1_2_0_0_1_12","SARIMA(1,1,2)(0,0,1)[12]",1,1,2,0,0,1,12,4,974.640199520084,0.0315584544117533,5900.64651383562,4297.85919842259,FALSE,""
"tlb_s210_SARIMA_3_1_2_0_0_0_12","SARIMA(3,1,2)(0,0,0)[12]",3,1,2,0,0,0,12,5,975.740341747683,0.0132005075509413,5914.67471870421,4710.27489360862,FALSE,""
